combo,partner_crime,child_crime,stranger_crime,burglary_home_stranger,victim_male,victim_female,victim_unknown_sex,offender_male,offender_female,offender_unknown_sex,victim_minor,victim_adult,offender_minor,offender_adult
RUSSELL-KS-2018-11,10,7,5,0,13,15,1,21,10,0,5,23,5,23
RUSSELL-KS-2018-12,2,7,10,0,37,13,5,90,28,4,9,37,9,37
RUSSELL-KS-2018-2,25,21,13,0,31,18,0,56,8,0,1,48,1,48
RUSSELL-KS-2018-3,3,3,7,0,17,14,0,21,13,0,4,25,4,25
RUSSELL-KS-2018-4,17,23,16,0,36,20,4,77,14,0,1,55,1,55
RUSSELL-KS-2018-5,12,11,6,0,20,20,0,42,20,0,8,31,8,31
RUSSELL-KS-2018-6,24,17,20,0,37,33,0,55,38,0,8,56,8,56
RUSSELL-KS-2018-7,7,7,6,0,16,7,3,33,27,0,5,21,5,21
RUSSELL-KS-2018-8,30,38,31,0,44,21,0,66,5,0,7,58,7,58
RUSSELL-KS-2018-9,8,2,5,0,7,15,0,25,12,0,1,21,1,21
RUSSELL-KY-2018-1,3,3,1,0,4,6,0,19,10,0,3,6,3,6
RUSSELL-KY-2018-10,2,3,1,0,10,15,0,18,25,0,1,24,1,24
RUSSELL-KY-2018-11,3,2,9,0,10,9,0,21,8,0,3,13,3,13
RUSSELL-KY-2018-12,24,63,22,0,53,31,0,86,13,0,35,48,35,48
RUSSELL-KY-2018-2,3,10,1,0,10,20,0,42,22,0,3,27,3,27
RUSSELL-KY-2018-3,18,21,21,0,29,22,0,67,19,0,3,46,3,46
RUSSELL-KY-2018-4,3,3,6,0,12,6,1,30,7,0,5,13,5,13
RUSSELL-KY-2018-5,5,2,4,0,13,2,0,32,6,0,2,13,2,13
RUSSELL-KY-2018-6,4,6,4,0,21,12,1,36,5,0,0,34,0,34
RUSSELL-KY-2018-7,1,2,0,0,9,6,0,8,13,0,0,15,0,15
RUSSELL-KY-2018-8,1,5,2,0,10,14,0,35,24,0,1,21,1,21
RUSSELL-KY-2018-9,1,8,4,0,11,11,2,22,9,1,1,19,1,19
RUSSELL-VA-2018-1,8,6,10,0,27,26,0,46,25,0,4,46,4,46
RUSSELL-VA-2018-10,11,12,16,0,42,32,0,70,26,0,11,57,11,57
RUSSELL-VA-2018-11,31,28,19,0,36,46,0,83,24,0,13,66,13,66
RUSSELL-VA-2018-12,16,19,20,0,33,33,0,46,32,1,9,53,9,53
RUSSELL-VA-2018-2,16,10,24,0,39,50,2,95,33,0,10,72,10,72
RUSSELL-VA-2018-3,20,21,25,0,53,46,0,87,56,0,25,69,25,69
RUSSELL-VA-2018-4,15,12,14,0,30,39,0,77,36,0,11,48,11,48
RUSSELL-VA-2018-5,30,28,55,0,104,77,0,163,68,0,7,163,7,163
RUSSELL-VA-2018-6,27,20,29,0,55,91,2,96,81,0,13,126,13,126
RUSSELL-VA-2018-7,10,7,14,0,45,26,0,63,37,1,5,61,5,61
RUSSELL-VA-2018-8,11,4,6,0,33,35,0,57,36,1,3,57,3,57
RUSSELL-VA-2018-9,7,5,15,0,32,31,0,46,21,1,5,56,5,56
RUTHERFORD-TN-2018-1,278,491,326,0,802,882,18,1287,705,351,96,1592,96,1592
RUTHERFORD-TN-2018-10,213,378,308,0,722,794,3,1154,715,273,131,1376,131,1376
RUTHERFORD-TN-2018-11,212,332,300,1,686,773,38,1161,686,205,135,1351,135,1351
RUTHERFORD-TN-2018-12,273,404,327,2,806,936,0,1461,743,203,96,1633,96,1633
RUTHERFORD-TN-2018-2,230,362,311,0,663,750,10,1292,685,205,104,1306,104,1306
RUTHERFORD-TN-2018-3,276,477,344,0,802,858,17,1445,790,159,110,1565,110,1565
RUTHERFORD-TN-2018-4,261,404,309,2,757,858,10,1329,677,348,117,1494,117,1494
RUTHERFORD-TN-2018-5,287,591,325,0,936,984,18,1450,813,316,160,1759,160,1759
RUTHERFORD-TN-2018-6,284,490,343,0,927,963,28,1368,815,207,65,1836,65,1836
RUTHERFORD-TN-2018-7,266,422,324,0,914,822,8,1384,791,267,95,1599,95,1599
RUTHERFORD-TN-2018-8,310,473,389,0,921,994,22,1548,827,271,133,1757,133,1757
RUTHERFORD-TN-2018-9,297,467,402,2,921,843,27,1340,747,279,129,1643,129,1643
RUTLAND-VT-2018-1,18,21,19,1,48,48,0,60,14,0,5,91,5,91
RUTLAND-VT-2018-10,13,16,20,0,51,42,0,50,17,0,11,82,11,82
RUTLAND-VT-2018-11,20,24,26,0,39,45,0,45,27,0,7,77,7,77
RUTLAND-VT-2018-12,19,27,31,0,55,51,2,59,23,0,9,97,9,97
RUTLAND-VT-2018-2,23,20,13,0,39,52,0,51,27,0,4,87,4,87
RUTLAND-VT-2018-3,15,18,18,0,41,47,0,56,27,0,8,80,8,80
RUTLAND-VT-2018-4,14,15,20,0,45,46,0,45,21,0,9,82,9,82
RUTLAND-VT-2018-5,9,10,15,0,37,39,0,51,30,0,5,71,5,71
RUTLAND-VT-2018-6,15,19,21,0,45,54,0,50,20,0,6,93,6,93
RUTLAND-VT-2018-7,27,38,42,0,65,73,0,71,28,0,8,130,8,130
RUTLAND-VT-2018-8,13,22,24,0,65,71,0,56,39,0,8,128,8,128
RUTLAND-VT-2018-9,11,17,25,0,62,56,0,49,25,0,6,112,6,112
SAC-IA-2018-1,0,0,3,0,2,5,1,7,0,0,0,7,0,7
SAC-IA-2018-10,0,1,0,0,2,3,1,4,2,0,0,6,0,6
SAC-IA-2018-11,0,0,0,0,0,1,0,0,1,0,0,1,0,1
SAC-IA-2018-12,0,0,0,0,5,0,3,2,2,0,0,6,0,6
SAC-IA-2018-2,0,2,0,0,0,2,1,4,0,0,0,2,0,2
SAC-IA-2018-3,1,0,0,0,1,1,0,1,0,0,0,2,0,2
SAC-IA-2018-4,1,1,1,0,2,0,0,1,3,0,0,2,0,2
SAC-IA-2018-5,0,1,0,0,2,2,2,6,0,1,0,5,0,5
SAC-IA-2018-6,0,2,0,0,4,3,0,8,3,0,0,5,0,5
SAC-IA-2018-7,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SAC-IA-2018-8,0,1,0,0,4,2,1,3,1,0,0,6,0,6
SAC-IA-2018-9,1,0,0,0,3,2,1,1,2,0,0,5,0,5
SAGINAW-MI-2018-1,160,164,200,0,329,453,2,633,287,108,48,726,48,726
SAGINAW-MI-2018-10,146,174,229,0,356,442,2,718,249,140,99,698,99,698
SAGINAW-MI-2018-11,140,139,198,0,299,429,1,568,244,109,97,626,97,626
SAGINAW-MI-2018-12,180,174,205,1,286,418,1,479,266,99,53,647,53,647
SAGINAW-MI-2018-2,172,182,236,0,331,386,4,504,226,126,85,623,85,623
SAGINAW-MI-2018-3,170,184,218,0,294,396,7,589,262,127,78,609,78,609
SAGINAW-MI-2018-4,217,246,283,0,341,513,0,610,337,164,113,724,113,724
SAGINAW-MI-2018-5,191,206,280,0,416,506,7,699,301,168,94,818,94,818
SAGINAW-MI-2018-6,185,205,252,2,334,440,1,598,309,107,65,700,65,700
SAGINAW-MI-2018-7,188,193,256,3,399,502,0,638,314,107,94,801,94,801
SAGINAW-MI-2018-8,188,212,285,0,423,551,6,724,361,132,58,908,58,908
SAGINAW-MI-2018-9,222,213,293,4,405,458,2,651,309,146,68,790,68,790
SALEM CITY-VA-2018-1,12,2,14,0,58,38,0,96,50,23,5,91,5,91
SALEM CITY-VA-2018-10,10,3,25,0,47,42,0,84,46,2,11,78,11,78
SALEM CITY-VA-2018-11,5,0,4,0,42,29,0,78,42,1,5,66,5,66
SALEM CITY-VA-2018-12,5,1,11,0,37,65,0,82,40,8,1,101,1,101
SALEM CITY-VA-2018-2,12,4,37,0,31,54,0,80,51,1,11,74,11,74
SALEM CITY-VA-2018-3,10,4,24,0,41,40,0,78,42,0,1,80,1,80
SALEM CITY-VA-2018-4,29,21,32,0,76,78,0,150,57,0,6,148,6,148
SALEM CITY-VA-2018-5,26,14,30,0,70,79,0,146,56,16,20,129,20,129
SALEM CITY-VA-2018-6,11,7,36,0,66,69,0,119,75,4,5,128,5,128
SALEM CITY-VA-2018-7,14,3,31,0,71,49,0,121,59,0,6,113,6,113
SALEM CITY-VA-2018-8,9,3,17,0,61,75,0,106,51,1,15,121,15,121
SALEM CITY-VA-2018-9,21,12,9,0,73,89,0,113,79,2,11,151,11,151
SALINE-AR-2018-1,64,102,67,0,222,292,43,370,207,138,32,470,32,470
SALINE-AR-2018-10,98,124,114,0,280,319,1,383,193,145,27,560,27,560
SALINE-AR-2018-11,57,97,61,0,213,238,2,265,166,150,21,424,21,424
SALINE-AR-2018-12,87,119,103,0,338,335,3,395,199,173,27,637,27,637
SALINE-AR-2018-2,53,99,72,0,231,242,14,373,206,136,31,434,31,434
SALINE-AR-2018-3,44,76,52,0,236,276,8,378,189,165,20,489,20,489
SALINE-AR-2018-4,75,136,113,0,284,354,17,437,263,199,38,591,38,591
SALINE-AR-2018-5,70,129,83,0,256,328,1,346,268,161,57,524,57,524
SALINE-AR-2018-6,91,133,99,0,314,276,6,426,172,157,30,553,30,553
SALINE-AR-2018-7,74,115,82,0,308,331,0,409,198,196,36,590,36,590
SALINE-AR-2018-8,84,145,89,0,298,372,13,477,224,215,23,637,23,637
SALINE-AR-2018-9,84,115,81,0,250,289,5,382,231,144,16,508,16,508
SALINE-KS-2018-1,37,45,74,0,183,209,0,402,227,4,30,362,30,362
SALINE-KS-2018-10,64,71,103,0,221,245,0,416,300,1,28,438,28,438
SALINE-KS-2018-11,52,78,68,0,260,251,0,529,169,2,24,486,24,486
SALINE-KS-2018-12,94,107,112,0,284,283,0,473,209,8,48,517,48,517
SALINE-KS-2018-2,56,65,70,0,209,161,0,372,190,9,32,338,32,338
SALINE-KS-2018-3,71,83,128,0,340,250,0,534,331,3,44,534,44,534
SALINE-KS-2018-4,57,66,103,0,263,213,0,419,212,10,69,407,69,407
SALINE-KS-2018-5,56,58,77,0,281,213,0,412,176,0,48,445,48,445
SALINE-KS-2018-6,59,43,68,0,271,194,6,379,283,5,40,425,40,425
SALINE-KS-2018-7,94,87,113,0,241,270,0,357,211,0,56,454,56,454
SALINE-KS-2018-8,65,56,67,0,153,114,0,209,114,0,29,238,29,238
SALINE-KS-2018-9,65,69,97,0,312,240,0,563,241,11,44,507,44,507
SALINE-MO-2018-10,9,6,10,0,26,24,0,63,15,0,8,42,8,42
SALINE-MO-2018-11,5,3,2,0,7,19,0,19,5,3,4,22,4,22
SALINE-MO-2018-12,8,4,7,0,10,16,0,22,16,3,3,23,3,23
SALINE-MO-2018-5,5,5,8,0,32,35,0,39,14,7,2,65,2,65
SALINE-MO-2018-6,3,2,3,0,29,27,1,41,9,0,4,53,4,53
SALINE-MO-2018-7,17,9,11,0,20,26,0,28,18,0,7,39,7,39
SALINE-MO-2018-8,9,8,8,0,32,28,0,66,18,0,6,54,6,54
SALINE-MO-2018-9,9,5,23,0,25,34,0,52,21,1,12,47,12,47
SALINE-NB-2018-1,6,9,10,0,22,18,0,34,21,0,5,35,5,35
SALINE-NB-2018-10,15,15,20,0,18,27,0,38,11,1,2,41,2,41
SALINE-NB-2018-11,1,3,5,0,19,13,0,19,12,4,4,25,4,25
SALINE-NB-2018-12,15,28,18,0,48,47,0,68,30,2,23,71,23,71
SALINE-NB-2018-2,6,12,14,0,29,30,0,51,16,0,6,53,6,53
SALINE-NB-2018-3,8,17,16,0,27,41,0,75,18,0,15,50,15,50
SALINE-NB-2018-4,4,7,10,0,27,23,0,23,14,0,7,43,7,43
SALINE-NB-2018-5,19,19,17,0,23,29,0,38,9,0,12,36,12,36
SALINE-NB-2018-6,15,17,14,0,36,24,0,40,26,1,5,55,5,55
SALINE-NB-2018-7,9,12,9,0,21,30,0,38,7,0,9,42,9,42
SALINE-NB-2018-8,19,28,28,0,46,33,0,89,25,0,5,66,5,66
SALINE-NB-2018-9,7,9,6,0,21,24,0,36,14,0,3,40,3,40
SALT LAKE-UT-2018-1,878,1043,1129,2,4223,3730,172,5967,2329,262,593,7214,593,7214
SALT LAKE-UT-2018-10,787,925,1098,0,4302,3604,153,5358,2018,268,522,7266,522,7266
SALT LAKE-UT-2018-11,719,896,1024,1,3945,3403,214,5049,2055,184,525,6680,525,6680
SALT LAKE-UT-2018-12,690,826,904,1,3709,3237,237,4894,2080,98,404,6427,404,6427
SALT LAKE-UT-2018-2,647,773,935,8,3454,2927,249,4953,2381,151,455,5755,455,5755
SALT LAKE-UT-2018-3,825,1010,1025,10,3758,3195,194,5397,2191,89,513,6333,513,6333
SALT LAKE-UT-2018-4,760,962,1050,2,3788,3146,157,5326,2219,87,571,6224,571,6224
SALT LAKE-UT-2018-5,856,1070,1174,4,3921,3615,295,5714,2734,118,569,6765,569,6765
SALT LAKE-UT-2018-6,794,920,1131,2,3956,3286,232,5505,2281,140,528,6625,528,6625
SALT LAKE-UT-2018-7,823,972,1183,1,4306,3528,301,6111,2428,200,507,7151,507,7151
SALT LAKE-UT-2018-8,793,912,1078,1,3799,3189,252,5543,2228,110,530,6327,530,6327
SALT LAKE-UT-2018-9,777,845,1059,0,3415,2788,214,5141,1871,141,475,5620,475,5620
SALUDA-SC-2018-1,21,21,37,0,67,29,3,99,33,29,7,84,7,84
SALUDA-SC-2018-10,22,24,69,0,93,44,0,161,48,19,49,88,49,88
SALUDA-SC-2018-11,21,15,33,0,52,55,0,123,48,20,7,99,7,99
SALUDA-SC-2018-12,24,23,31,0,61,74,2,130,66,68,10,122,10,122
SALUDA-SC-2018-2,28,36,38,0,58,62,3,115,44,23,28,89,28,89
SALUDA-SC-2018-3,17,11,16,0,48,43,1,102,48,12,2,89,2,89
SALUDA-SC-2018-4,34,31,41,0,60,63,0,123,52,15,10,112,10,112
SALUDA-SC-2018-5,55,61,60,0,89,73,0,156,49,21,17,145,17,145
SALUDA-SC-2018-6,250,235,254,0,60,283,3,112,272,28,153,190,153,190
SALUDA-SC-2018-7,30,26,32,2,42,64,0,130,50,12,9,97,9,97
SALUDA-SC-2018-8,17,18,50,0,88,64,0,158,65,16,37,112,37,112
SALUDA-SC-2018-9,23,32,33,0,47,45,0,147,26,19,30,62,30,62
SAN JUAN-CO-2018-1,1,0,0,0,0,3,0,2,1,0,0,3,0,3
SAN JUAN-CO-2018-10,0,0,0,0,0,1,0,0,1,0,0,1,0,1
SAN JUAN-CO-2018-6,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SAN JUAN-CO-2018-7,1,2,1,0,2,1,0,3,0,0,0,3,0,3
SAN JUAN-CO-2018-8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SAN JUAN-CO-2018-9,1,0,0,0,0,1,0,1,0,0,0,1,0,1
SAN JUAN-WA-2018-1,2,13,2,0,15,13,0,14,1,0,4,23,4,23
SAN JUAN-WA-2018-10,3,2,3,0,4,6,0,3,4,6,0,10,0,10
SAN JUAN-WA-2018-11,3,1,1,0,3,2,0,6,1,1,0,5,0,5
SAN JUAN-WA-2018-12,2,0,4,0,4,3,0,3,0,4,3,4,3,4
SAN JUAN-WA-2018-2,3,9,7,0,12,12,0,11,7,0,2,22,2,22
SAN JUAN-WA-2018-3,7,10,4,0,15,12,0,15,4,0,2,25,2,25
SAN JUAN-WA-2018-4,3,2,5,1,8,10,0,8,1,6,0,17,0,17
SAN JUAN-WA-2018-5,3,2,2,0,11,14,0,13,3,10,0,25,0,25
SAN JUAN-WA-2018-6,0,1,2,0,5,7,0,3,5,5,2,10,2,10
SAN JUAN-WA-2018-7,3,2,1,0,5,6,0,6,2,5,0,11,0,11
SAN JUAN-WA-2018-8,4,2,3,0,15,14,0,7,4,21,0,29,0,29
SAN JUAN-WA-2018-9,4,2,5,0,12,6,0,16,3,9,1,17,1,17
SAN MIGUEL-CO-2018-1,0,2,1,0,5,4,0,5,1,0,0,9,0,9
SAN MIGUEL-CO-2018-10,1,0,3,0,5,5,0,5,2,0,0,10,0,10
SAN MIGUEL-CO-2018-11,0,0,0,0,3,1,0,2,2,0,0,4,0,4
SAN MIGUEL-CO-2018-12,0,0,2,0,4,0,0,3,1,0,0,4,0,4
SAN MIGUEL-CO-2018-2,3,1,1,0,3,8,0,8,0,0,0,11,0,11
SAN MIGUEL-CO-2018-3,1,0,2,0,8,1,1,6,4,0,0,10,0,10
SAN MIGUEL-CO-2018-4,0,1,1,0,3,1,0,3,1,0,0,4,0,4
SAN MIGUEL-CO-2018-5,1,1,1,0,4,4,0,4,1,0,0,8,0,8
SAN MIGUEL-CO-2018-6,0,1,1,0,10,4,1,10,4,0,2,13,2,13
SAN MIGUEL-CO-2018-7,2,0,0,0,7,7,0,4,1,0,0,14,0,14
SAN MIGUEL-CO-2018-8,0,0,0,0,5,2,0,1,1,0,0,7,0,7
SAN MIGUEL-CO-2018-9,0,0,4,0,14,8,0,9,7,0,0,22,0,22
SAN PATRICIO-TX-2018-1,10,8,12,0,43,36,0,63,13,0,6,73,6,73
SAN PATRICIO-TX-2018-10,9,3,6,0,25,22,0,46,15,0,3,44,3,44
SAN PATRICIO-TX-2018-11,3,0,1,0,91,79,0,144,56,0,1,169,1,169
SAN PATRICIO-TX-2018-12,4,0,6,0,37,40,0,78,23,0,4,73,4,73
SAN PATRICIO-TX-2018-2,13,9,10,0,32,32,0,51,25,0,4,60,4,60
SAN PATRICIO-TX-2018-3,15,8,12,0,43,41,0,47,36,0,8,76,8,76
SAN PATRICIO-TX-2018-4,10,8,13,0,45,44,0,48,33,0,9,80,9,80
SAN PATRICIO-TX-2018-5,9,9,12,0,32,51,0,86,22,0,8,75,8,75
SAN PATRICIO-TX-2018-6,8,5,5,0,35,33,0,41,19,4,6,62,6,62
SAN PATRICIO-TX-2018-7,19,10,8,0,34,42,0,49,18,0,10,66,10,66
SAN PATRICIO-TX-2018-8,12,11,14,0,49,17,0,66,25,0,1,65,1,65
SAN PATRICIO-TX-2018-9,10,7,11,0,31,21,0,54,24,0,5,47,5,47
SAN SABA-TX-2018-1,6,8,5,0,5,12,0,9,1,0,0,17,0,17
SAN SABA-TX-2018-10,1,3,0,0,9,6,0,12,4,0,1,12,1,12
SAN SABA-TX-2018-11,0,0,0,0,4,6,0,6,0,0,0,9,0,9
SAN SABA-TX-2018-12,0,0,0,0,1,2,0,2,0,0,0,3,0,3
SAN SABA-TX-2018-2,0,1,3,0,1,4,0,4,0,0,0,4,0,4
SAN SABA-TX-2018-3,0,0,1,0,7,7,0,10,4,0,0,14,0,14
SAN SABA-TX-2018-4,2,3,1,0,4,7,0,6,2,0,0,11,0,11
SAN SABA-TX-2018-5,0,2,0,0,5,7,0,5,4,0,0,12,0,12
SAN SABA-TX-2018-6,2,3,4,0,7,13,0,12,8,0,0,20,0,20
SAN SABA-TX-2018-7,2,0,0,0,4,2,0,13,4,2,0,6,0,6
SAN SABA-TX-2018-8,3,2,5,0,10,9,0,14,6,0,0,19,0,19
SAN SABA-TX-2018-9,1,0,0,0,2,5,0,8,2,0,1,6,1,6
SANBORN-SD-2018-1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
SANBORN-SD-2018-10,0,1,2,0,8,5,0,16,2,0,2,11,2,11
SANBORN-SD-2018-11,0,0,0,0,1,0,0,3,3,0,1,0,1,0
SANBORN-SD-2018-12,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SANBORN-SD-2018-2,0,1,0,0,0,1,0,2,0,0,0,1,0,1
SANBORN-SD-2018-3,0,0,0,0,1,2,0,1,0,0,0,3,0,3
SANBORN-SD-2018-4,0,1,0,0,1,4,0,1,2,2,0,5,0,5
SANBORN-SD-2018-5,0,0,0,0,1,0,0,1,0,1,0,1,0,1
SANBORN-SD-2018-6,1,1,2,0,2,2,0,1,1,0,1,3,1,3
SANBORN-SD-2018-7,0,0,0,0,2,3,0,4,0,0,0,5,0,5
SANBORN-SD-2018-8,1,0,3,0,5,1,0,4,7,0,3,3,3,3
SANBORN-SD-2018-9,0,0,1,0,2,4,0,7,2,0,0,6,0,6
SANDERS-MT-2018-1,9,13,13,0,14,18,0,33,5,3,12,20,12,20
SANDERS-MT-2018-10,6,7,7,0,18,7,0,27,9,4,9,15,9,15
SANDERS-MT-2018-11,3,4,5,0,14,9,0,29,9,4,5,12,5,12
SANDERS-MT-2018-12,3,3,7,0,7,9,0,15,4,5,2,14,2,14
SANDERS-MT-2018-2,5,1,4,0,7,17,0,18,14,4,1,20,1,20
SANDERS-MT-2018-3,5,5,9,0,15,28,1,43,9,10,3,38,3,38
SANDERS-MT-2018-4,10,14,8,0,28,18,0,41,7,7,4,36,4,36
SANDERS-MT-2018-5,6,11,6,0,16,18,0,32,7,5,2,30,2,30
SANDERS-MT-2018-6,7,7,11,0,10,11,2,29,11,1,4,16,4,16
SANDERS-MT-2018-7,5,6,7,0,11,8,0,23,3,2,3,15,3,15
SANDERS-MT-2018-8,4,5,10,0,23,22,0,39,15,5,4,38,4,38
SANDERS-MT-2018-9,6,6,6,0,24,11,0,43,3,6,3,25,3,25
SANILAC-MI-2018-1,17,18,26,0,47,42,0,72,19,15,17,72,17,72
SANILAC-MI-2018-10,12,13,21,0,34,42,0,52,22,13,13,58,13,58
SANILAC-MI-2018-11,18,15,18,0,38,22,0,36,11,18,9,51,9,51
SANILAC-MI-2018-12,19,16,22,0,33,39,0,52,7,14,11,60,11,60
SANILAC-MI-2018-2,16,20,20,0,38,34,0,71,13,16,9,63,9,63
SANILAC-MI-2018-3,12,20,21,0,32,36,0,51,19,12,14,53,14,53
SANILAC-MI-2018-4,16,18,18,0,52,45,0,86,16,12,11,86,11,86
SANILAC-MI-2018-5,15,18,24,0,52,44,0,73,20,10,14,78,14,78
SANILAC-MI-2018-6,13,13,18,0,34,37,0,47,14,15,10,58,10,58
SANILAC-MI-2018-7,18,22,28,0,58,40,0,73,17,23,10,85,10,85
SANILAC-MI-2018-8,14,19,27,1,48,44,0,70,24,26,11,81,11,81
SANILAC-MI-2018-9,36,30,52,0,55,49,0,77,29,10,7,95,7,95
SANPETE-UT-2018-1,2,3,0,0,7,6,0,14,0,0,4,9,4,9
SANPETE-UT-2018-10,2,2,8,0,11,10,0,16,6,0,1,20,1,20
SANPETE-UT-2018-11,2,5,2,0,10,8,0,12,5,0,5,13,5,13
SANPETE-UT-2018-12,2,1,5,0,14,14,0,35,10,0,1,27,1,27
SANPETE-UT-2018-2,1,1,5,0,12,10,2,22,3,0,1,23,1,23
SANPETE-UT-2018-3,4,1,3,0,12,9,0,13,10,0,4,17,4,17
SANPETE-UT-2018-4,1,1,2,0,13,13,0,14,10,0,1,25,1,25
SANPETE-UT-2018-5,4,4,6,0,4,9,0,14,3,0,3,9,3,9
SANPETE-UT-2018-6,3,1,1,0,11,17,0,23,10,0,3,25,3,25
SANPETE-UT-2018-7,3,2,2,0,19,8,0,31,19,0,3,24,3,24
SANPETE-UT-2018-8,2,2,2,0,12,11,0,26,11,0,0,23,0,23
SANPETE-UT-2018-9,3,3,5,0,11,8,0,23,5,0,2,17,2,17
SARGENT-ND-2018-1,0,0,1,0,3,1,0,3,2,0,0,4,0,4
SARGENT-ND-2018-10,0,3,0,0,2,2,0,6,1,0,0,4,0,4
SARGENT-ND-2018-11,0,0,0,0,0,3,0,5,1,0,0,3,0,3
SARGENT-ND-2018-12,0,1,0,0,6,2,0,8,0,0,1,7,1,7
SARGENT-ND-2018-2,0,0,0,0,0,0,0,7,0,0,0,0,0,0
SARGENT-ND-2018-3,0,2,0,0,2,0,0,0,4,0,0,2,0,2
SARGENT-ND-2018-4,0,0,0,0,2,4,0,6,0,0,0,6,0,6
SARGENT-ND-2018-5,3,3,2,0,8,5,0,14,3,0,0,13,0,13
SARGENT-ND-2018-6,1,1,3,0,7,0,0,4,0,0,1,6,1,6
SARGENT-ND-2018-7,0,2,5,0,7,2,0,4,7,0,2,7,2,7
SARGENT-ND-2018-8,2,3,1,0,9,6,0,8,3,0,0,13,0,13
SARGENT-ND-2018-9,0,0,2,0,5,2,0,6,6,0,0,7,0,7
SARPY-NB-2018-1,112,111,106,0,301,245,11,515,245,107,76,444,76,444
SARPY-NB-2018-10,104,109,101,0,267,309,12,554,238,160,92,446,92,446
SARPY-NB-2018-11,111,79,129,0,252,269,27,427,175,177,116,385,116,385
SARPY-NB-2018-12,89,75,111,0,252,260,11,506,172,122,59,440,59,440
SARPY-NB-2018-2,85,82,103,0,226,250,14,454,187,105,76,356,76,356
SARPY-NB-2018-3,67,61,99,0,255,225,5,417,201,152,66,398,66,398
SARPY-NB-2018-4,75,60,100,0,237,182,3,386,144,141,45,372,45,372
SARPY-NB-2018-5,92,105,140,0,334,439,7,635,251,176,105,632,105,632
SARPY-NB-2018-6,99,91,106,0,308,318,2,496,266,167,48,554,48,554
SARPY-NB-2018-7,102,104,119,0,251,308,12,569,233,133,91,441,91,441
SARPY-NB-2018-8,89,75,144,0,275,298,9,513,235,148,86,466,86,466
SARPY-NB-2018-9,76,71,109,0,300,241,5,498,154,180,59,469,59,469
SAUK-WI-2018-1,3,3,3,0,47,44,0,111,46,0,3,82,3,82
SAUK-WI-2018-10,24,19,21,0,43,32,0,78,36,0,12,53,12,53
SAUK-WI-2018-11,8,5,7,0,25,27,0,52,35,0,3,49,3,49
SAUK-WI-2018-12,7,8,11,0,36,25,0,70,36,0,1,57,1,57
SAUK-WI-2018-2,1,0,1,0,31,14,0,35,15,0,0,45,0,45
SAUK-WI-2018-3,11,12,17,0,57,45,0,84,31,0,2,88,2,88
SAUK-WI-2018-4,5,5,13,0,35,20,0,53,12,0,3,50,3,50
SAUK-WI-2018-5,8,11,20,0,29,31,0,56,18,0,5,48,5,48
SAUK-WI-2018-6,8,7,9,0,36,35,0,59,17,0,1,67,1,67
SAUK-WI-2018-7,6,5,4,0,34,32,0,53,15,0,3,63,3,63
SAUK-WI-2018-8,2,3,13,0,26,38,0,64,31,0,5,54,5,54
SAUK-WI-2018-9,9,7,12,0,38,30,0,60,37,0,7,61,7,61
SAUNDERS-NB-2018-1,3,2,4,0,5,4,2,25,4,0,1,8,1,8
SAUNDERS-NB-2018-10,3,2,1,0,4,9,0,15,4,0,2,11,2,11
SAUNDERS-NB-2018-11,5,6,4,0,7,11,0,18,5,0,4,14,4,14
SAUNDERS-NB-2018-12,3,3,2,0,9,4,0,16,7,0,2,11,2,11
SAUNDERS-NB-2018-2,1,2,1,0,4,4,0,9,4,0,2,6,2,6
SAUNDERS-NB-2018-3,1,0,1,0,15,13,0,19,6,0,0,28,0,28
SAUNDERS-NB-2018-4,0,0,4,0,13,2,0,9,4,0,0,15,0,15
SAUNDERS-NB-2018-5,4,2,7,0,15,15,0,23,6,0,3,27,3,27
SAUNDERS-NB-2018-6,10,9,12,0,21,38,0,57,12,0,9,50,9,50
SAUNDERS-NB-2018-7,2,1,4,0,15,12,1,37,4,0,0,27,0,27
SAUNDERS-NB-2018-8,3,6,6,0,21,5,0,16,4,0,0,26,0,26
SAUNDERS-NB-2018-9,2,5,5,0,14,6,0,14,10,0,1,19,1,19
SAWYER-WI-2018-1,4,3,4,0,76,19,0,138,25,0,0,93,0,93
SAWYER-WI-2018-10,13,15,17,0,13,20,0,37,38,0,1,32,1,32
SAWYER-WI-2018-11,2,7,1,0,27,23,24,96,49,0,1,73,1,73
SAWYER-WI-2018-12,5,6,5,0,30,20,0,61,26,0,1,49,1,49
SAWYER-WI-2018-2,3,3,3,0,10,13,0,44,30,0,0,23,0,23
SAWYER-WI-2018-3,2,4,1,0,18,11,0,66,25,0,0,28,0,28
SAWYER-WI-2018-4,1,1,2,0,6,12,0,42,24,2,2,16,2,16
SAWYER-WI-2018-5,4,14,6,0,20,20,1,44,24,0,2,37,2,37
SAWYER-WI-2018-6,3,2,5,0,20,18,0,58,39,0,1,36,1,36
SAWYER-WI-2018-7,8,9,12,0,52,39,0,131,30,0,9,82,9,82
SAWYER-WI-2018-8,7,6,7,0,29,18,0,59,17,0,0,47,0,47
